IDVenta,CodigoProducto,Cantidad,Venta_MonNacional,Venta_MonExtranjera,Descuento_MonNacional,Descuento_MonExtranjera,Impuesto_MonNacional,Impuesto_MonExtranjera,Costo_MonNacional,Costo_MonExtranjera,Codigo_UnidadMedida,Codigo_UnidadMedida_Venta
293,4062,1,142.766,43.928,0,0,27.1255,8.3463,39.4916,12.1513,UNI,NULL
294,4063,1,162.826,50.1003,0,0,30.9369,9.519,45.0405,13.8586,UNI,NULL
295,4064,1,110.806,34.0942,0,0,21.0531,6.4779,30.6509,9.431,UNI,NULL
296,4065,1,200.26,61.6185,0,0,38.0494,11.7075,55.3955,17.0448,UNI,NULL
297,4066,1,101.66,31.28,0,0,19.3154,5.9432,28.121,8.6526,UNI,NULL
298,4067,1,67.66,20.8185,0,0,12.8554,3.9555,18.716,5.7588,UNI,NULL
299,4068,1,135.66,41.7415,0,0,25.7754,7.9309,37.526,11.5465,UNI,NULL
300,4069,1,169.66,52.2031,0,0,32.2354,9.9186,46.931,14.4403,UNI,NULL
301,4070,1,169.66,52.2031,0,0,32.2354,9.9186,46.931,14.4403,UNI,NULL
302,4071,1,101.66,31.28,0,0,19.3154,5.9432,28.121,8.6526,UNI,NULL
303,4106,1,44.166,13.5895,0,0,8.3915,2.582,18.1405,5.5817,UNI,NULL
304,4107,1,59.5,18.3077,0,0,11.305,3.4785,24.4388,7.5196,UNI,NULL
305,4110,1,6.8,2.0923,0,0,1.292,0.3975,2.793,0.8594,UNI,NULL
306,4111,1,40.8,12.5538,0,0,7.752,2.3852,16.758,5.1563,UNI,NULL
307,4130,1,4.42,1.36,0,0,0.8398,0.2584,1.4079,0.4332,UNI,NULL
308,4131,1,4.42,1.36,0,0,0.8398,0.2584,1.4079,0.4332,UNI,NULL
309,4132,1,4.42,1.36,0,0,0.8398,0.2584,1.4079,0.4332,UNI,NULL
310,4133,1,10.2,3.1385,0,0,1.938,0.5963,3.249,0.9997,UNI,NULL
311,4134,1,10.2,3.1385,0,0,1.938,0.5963,3.249,0.9997,UNI,NULL
312,4135,1,10.2,3.1385,0,0,1.938,0.5963,3.249,0.9997,UNI,NULL
313,1018,1,237.966,73.2203,0,0,45.2135,13.9118,139.6301,42.9631,UNI,NULL
314,1005,1,984.3,302.8615,0,0,187.017,57.5437,577.5525,177.7085,UNI,NULL
315,2041,1,28.65,8.8154,0,0,5.4435,1.6749,12.033,3.7025,UNI,NULL
316,2071,1,26.6,8.1846,0,0,5.054,1.5551,6.384,1.9643,UNI,NULL
317,2061,1,10.5,3.2308,0,0,1.995,0.6138,2.52,0.7754,UNI,NULL
318,2063,1,16.9,5.2,0,0,3.211,0.988,4.056,1.248,UNI,NULL
319,2039,1,46.9,14.4308,0,0,8.911,2.7418,19.698,6.0609,UNI,NULL
320,1113,1,221,68,0,0,41.99,12.92,96.33,29.64,UNI,NULL
321,1112,1,408.34,125.6431,0,0,77.5846,23.8722,177.9882,54.7656,UNI,NULL
322,1099,1,985.966,303.3742,0,0,187.3335,57.6411,429.7652,132.2354,UNI,NULL
323,1120,1,509.49,156.7662,0,0,96.8031,29.7856,222.0777,68.3316,UNI,NULL
324,3005,1,22.5,6.9231,0,0,4.275,1.3154,4.725,1.4538,UNI,NULL
325,3009,1,10.9,3.3538,0,0,2.071,0.6372,2.289,0.7043,UNI,NULL
326,1123,1,1397.4,429.9692,0,0,265.506,81.6942,609.102,187.416,UNI,NULL
327,2049,1,39.99,12.3046,0,0,7.5981,2.3379,16.7958,5.1679,UNI,NULL
328,3023,1,259.99,79.9969,0,0,49.3981,15.1994,46.7982,14.3994,UNI,NULL
329,3052,1,105.5,32.4615,0,0,20.045,6.1677,47.475,14.6077,UNI,NULL
330,4121,1,146.2,44.9846,0,0,27.778,8.5471,46.569,14.3289,UNI,NULL
331,4129,1,169.966,52.2972,0,0,32.2935,9.9365,54.1392,16.6582,UNI,NULL
332,2074,1,12.6,3.8769,0,0,2.394,0.7366,4.41,1.3569,UNI,NULL
333,2072,2,19.98,6.1477,0,0,3.7962,1.1681,3.4965,1.0758,UNI,NULL
334,4010,1,30.43,9.3631,0,0,5.7817,1.779,10.4581,3.2179,UNI,NULL
335,4116,1,23.63,7.2708,0,0,4.4897,1.3814,9.7057,2.9864,UNI,NULL
336,4117,1,6.8,2.0923,0,0,1.292,0.3975,2.793,0.8594,UNI,NULL
337,2121,1,490.11,150.8031,0,0,93.1209,28.6526,242.3882,74.581,UNI,NULL
338,2120,1,336.566,103.5588,0,0,63.9475,19.6762,166.4517,51.2159,UNI,NULL
339,2119,1,376.856,115.9557,0,0,71.6026,22.0316,186.3775,57.3469,UNI,NULL
340,2118,1,263.5,81.0769,0,0,50.065,15.4046,130.3163,40.0973,UNI,NULL
341,2002,1,41.6,12.8,0,0,7.904,2.432,18.72,5.76,UNI,NULL
342,1156,1,1019.966,313.8357,0,0,193.7935,59.6288,632.6789,194.6704,UNI,NULL
343,1095,1,1291.49,397.3815,0,0,245.3831,75.5025,562.9377,173.2116,UNI,NULL
344,1068,1,500,153.8462,0,0,95,29.2308,569.9858,175.3802,UNI,NULL
345,1039,1,112.166,34.5126,0,0,21.3115,6.5574,65.8151,20.2508,UNI,NULL
346,1042,1,452.404,139.2012,0,0,85.9568,26.4482,318.535,98.0108,UNI,NULL
347,1132,1,3056.6,940.4923,458.49,141.0738,580.754,178.6935,1895.991,583.3818,UNI,NULL
348,1131,1,2699.6,830.6462,0,0,512.924,157.8228,1674.546,515.2449,UNI,NULL
349,1141,1,4080,1255.3846,612,188.3077,775.2,238.5231,2530.8,778.7077,UNI,NULL
350,2006,1,38,11.6923,0,0,7.22,2.2215,17.1,5.2615,UNI,NULL
351,2014,1,65.5,20.1538,0,0,12.445,3.8292,29.475,9.0692,UNI,NULL
352,2013,2,85.8,26.4,0,0,16.302,5.016,19.305,5.94,UNI,NULL
353,2050,1,59.99,18.4585,0,0,11.3981,3.5071,25.1958,7.7526,UNI,NULL
354,2051,1,71.85,22.1077,0,0,13.6515,4.2005,30.177,9.2852,UNI,NULL
355,2079,1,36.9,11.3538,0,0,7.011,2.1572,7.011,2.1572,UNI,NULL
356,2080,1,45.6,14.0308,0,0,8.664,2.6658,8.664,2.6658,UNI,NULL
357,2081,1,55.1,16.9538,0,0,10.469,3.2212,10.469,3.2212,UNI,NULL
358,2082,2,117.8,36.2462,0,0,22.382,6.8868,11.191,3.4434,UNI,NULL
359,2127,1,414.596,127.568,0,0,78.7732,24.2379,205.0421,63.0899,UNI,NULL
360,2128,1,131.274,40.392,0,0,24.9421,7.6745,64.9227,19.9762,UNI,NULL
361,2129,1,197.37,60.7292,0,0,37.5003,11.5386,97.6111,30.0342,UNI,NULL
362,2153,1,883.966,271.9895,0,0,167.9535,51.678,489.0412,150.4742,UNI,NULL
363,3024,1,205.5,63.2308,0,0,39.045,12.0138,36.99,11.3815,UNI,NULL
364,2004,1,56.2,17.2923,0,0,10.678,3.2855,25.29,7.7815,UNI,NULL
365,2015,1,59,18.1538,0,0,11.21,3.4492,26.55,8.1692,UNI,NULL
366,2059,1,75.85,23.3385,0,0,14.4115,4.4343,18.204,5.6012,UNI,NULL
367,2151,1,559.99,172.3046,0,0,106.3981,32.7379,369.5934,113.721,UNI,NULL
368,1063,1,407.966,125.528,0,0,77.5135,23.8503,239.3801,73.6554,UNI,NULL
369,4075,2,251.532,77.3945,0,0,47.7911,14.705,48.4939,14.9212,UNI,NULL
370,4076,1,223.04,68.6277,0,0,42.3776,13.0393,86.0016,26.462,UNI,NULL
371,4077,1,236.3,72.7077,0,0,44.897,13.8145,91.1145,28.0352,UNI,NULL
372,4078,1,203.966,62.7588,0,0,38.7535,11.9242,78.6469,24.199,UNI,NULL
373,4079,1,164.73,50.6862,0,0,31.2987,9.6304,63.518,19.544,UNI,NULL
374,4080,1,191.42,58.8985,0,0,36.3698,11.1907,73.8093,22.7106,UNI,NULL
375,1135,1,1904,585.8462,0,0,361.76,111.3108,1181.04,363.3969,UNI,NULL
376,1134,1,6053.7,1862.6769,908.055,279.4015,1150.203,353.9086,3755.0745,1155.4075,UNI,NULL
377,1133,1,2548.3,784.0923,0,0,484.177,148.9775,1580.6955,486.3678,UNI,NULL
378,1122,1,416.5,128.1538,0,0,79.135,24.3492,181.545,55.86,UNI,NULL
379,1093,1,198.56,61.0954,0,0,37.7264,11.6081,83.22,25.6062,UNI,NULL
380,1069,1,2480.3,763.1692,0,0,471.257,145.0022,1039.5375,319.8577,UNI,NULL
381,1068,1,1359.966,418.4511,0,0,258.3935,79.5057,569.9858,175.3802,UNI,NULL
382,1083,1,1037.68,319.2862,0,0,197.1592,60.6644,434.91,133.8185,UNI,NULL
383,1096,1,2117.69,651.5969,0,0,402.3611,123.8034,923.0637,284.0196,UNI,NULL
384,1119,1,1035.98,318.7631,0,0,196.8362,60.565,451.5654,138.9432,UNI,NULL
385,1111,1,391.68,120.5169,0,0,74.4192,22.8982,170.7264,52.5312,UNI,NULL
386,1110,1,744.532,229.0868,0,0,141.4611,43.5265,324.5284,99.8549,UNI,NULL
387,1114,1,703.766,216.5434,0,0,133.7155,41.1432,306.7592,94.3874,UNI,NULL
388,1080,1,581.366,178.8818,0,0,110.4595,33.9875,243.6608,74.9726,UNI,NULL
389,1079,1,476,146.4615,0,0,90.44,27.8277,199.5,61.3846,UNI,NULL
390,1078,1,510,156.9231,0,0,96.9,29.8154,213.75,65.7692,UNI,NULL
391,1077,1,424.966,130.7588,0,0,80.7435,24.8442,178.1108,54.8033,UNI,NULL
392,1076,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
393,2157,1,625.26,192.3877,0,0,118.7994,36.5537,345.9159,106.4357,UNI,NULL
394,2004,1,56.2,17.2923,0,0,10.678,3.2855,25.29,7.7815,UNI,NULL
395,2006,1,38,11.6923,0,0,7.22,2.2215,17.1,5.2615,UNI,NULL
396,2013,1,42.9,13.2,0,0,8.151,2.508,19.305,5.94,UNI,NULL
397,2014,1,65.5,20.1538,0,0,12.445,3.8292,29.475,9.0692,UNI,NULL
398,1002,1,256.666,78.9742,0,0,48.7665,15.0051,150.6026,46.3393,UNI,NULL
399,3019,1,74.15,22.8154,0,0,14.0885,4.3349,13.347,4.1068,UNI,NULL
400,1005,1,984.3,302.8615,0,0,187.017,57.5437,577.5525,177.7085,UNI,NULL
401,1023,1,3059.966,941.528,458.9949,141.2292,581.3935,178.8903,1795.4801,552.4554,UNI,NULL
402,1038,1,197.166,60.6665,0,0,37.4615,11.5266,115.6901,35.597,UNI,NULL
403,1048,1,839,258.1538,0,0,159.41,49.0492,587.3,180.7077,UNI,NULL
404,1084,1,958.766,295.0049,0,0,182.1655,56.0509,401.8358,123.6418,UNI,NULL
405,4029,1,101.966,31.3742,0,0,19.3735,5.9611,35.0433,10.7826,UNI,NULL
406,4114,1,103.7,31.9077,0,0,19.703,6.0625,42.5933,13.1056,UNI,NULL
407,1039,2,224.332,69.0252,0,0,42.6231,13.1148,65.8151,20.2508,UNI,NULL
408,1054,1,476,146.4615,0,0,90.44,27.8277,279.3,85.9385,UNI,NULL
409,1062,1,782,240.6154,0,0,148.58,45.7169,458.85,141.1846,UNI,NULL
410,1123,1,1397.4,429.9692,0,0,265.506,81.6942,609.102,187.416,UNI,NULL
411,1068,1,500,153.8462,0,0,95,29.2308,569.9858,175.3802,UNI,NULL
412,2151,1,559.99,172.3046,0,0,106.3981,32.7379,369.5934,113.721,UNI,NULL
413,4056,1,144.5,44.4615,0,0,27.455,8.4477,39.9713,12.2989,UNI,NULL
414,2037,1,115.6,35.5692,0,0,21.964,6.7582,52.02,16.0062,UNI,NULL
415,3025,1,89.5,27.5385,0,0,17.005,5.2323,36.695,11.2908,UNI,NULL
416,3055,1,65.3,20.0923,0,0,12.407,3.8175,29.385,9.0415,UNI,NULL
417,1069,1,2480.3,763.1692,0,0,471.257,145.0022,1039.5375,319.8577,UNI,NULL
418,2065,1,125.6,38.6462,0,0,23.864,7.3428,30.144,9.2751,UNI,NULL
419,4037,1,62.9,19.3538,0,0,11.951,3.6772,17.3993,5.3536,UNI,NULL
420,4117,1,6.8,2.0923,0,0,1.292,0.3975,2.793,0.8594,UNI,NULL
421,2048,1,39.65,12.2,0,0,7.5335,2.318,16.653,5.124,UNI,NULL
422,2039,1,46.9,14.4308,0,0,8.911,2.7418,19.698,6.0609,UNI,NULL
423,2035,1,18.5,5.6923,0,0,3.515,1.0815,8.325,2.5615,UNI,NULL
424,2007,1,32.6,10.0308,0,0,6.194,1.9058,14.67,4.5138,UNI,NULL
425,2006,1,38,11.6923,0,0,7.22,2.2215,17.1,5.2615,UNI,NULL
426,4021,1,54.366,16.728,0,0,10.3295,3.1783,18.6843,5.749,UNI,NULL
427,1045,1,1321.41,406.5877,0,0,251.0679,77.2517,930.65,286.3538,UNI,NULL
428,1059,1,442,136,0,0,83.98,25.84,259.35,79.8,UNI,NULL
429,1058,1,578,177.8462,0,0,109.82,33.7908,339.15,104.3538,UNI,NULL
430,4061,1,268.6,82.6462,0,0,51.034,15.7028,74.2995,22.8614,UNI,NULL
431,2147,1,4500,1384.6154,675,207.6923,855,263.0769,2970,913.8462,UNI,NULL
432,2132,1,161.5,49.6923,0,0,30.685,9.4415,79.8713,24.5758,UNI,NULL
433,1006,1,275.23,84.6862,0,0,52.2937,16.0904,161.4953,49.6909,UNI,NULL
434,1004,1,229.5,70.6154,0,0,43.605,13.4169,134.6625,41.4346,UNI,NULL
435,2154,1,2499,768.9231,0,0,474.81,146.0954,1649.34,507.4892,UNI,NULL
436,2148,1,1356.6,417.4154,0,0,257.754,79.3089,750.519,230.9289,UNI,NULL
437,4081,1,52.7,16.2154,0,0,10.013,3.0809,20.3205,6.2525,UNI,NULL
438,4073,2,81.6,25.1077,0,0,15.504,4.7705,15.732,4.8406,UNI,NULL
439,4101,1,25.5,7.8462,0,0,4.845,1.4908,10.4738,3.2227,UNI,NULL
440,1061,1,1189.966,366.1434,0,0,226.0935,69.5672,698.2301,214.84,UNI,NULL
441,1118,1,365.5,112.4615,0,0,69.445,21.3677,159.315,49.02,UNI,NULL
442,1117,1,339.558,104.4794,0,0,64.516,19.8511,148.0073,45.5407,UNI,NULL
443,1125,1,237.966,73.2203,0,0,45.2135,13.9118,103.7252,31.9154,UNI,NULL
444,1129,1,237.592,73.1052,0,0,45.1425,13.89,103.5622,31.8653,UNI,NULL
445,2061,1,10.5,3.2308,0,0,1.995,0.6138,2.52,0.7754,UNI,NULL
446,4090,1,112.88,34.7323,0,0,21.4472,6.5991,43.5252,13.3924,UNI,NULL
447,1050,1,459,141.2308,0,0,87.21,26.8338,321.3,98.8615,UNI,NULL
448,3038,1,42.17,12.9754,0,0,8.0123,2.4653,7.5906,2.3356,UNI,NULL
449,2103,1,18.6,5.7231,0,0,3.534,1.0874,3.534,1.0874,UNI,NULL
450,2063,1,16.9,5.2,0,0,3.211,0.988,4.056,1.248,UNI,NULL
451,2073,1,22.3,6.8615,0,0,4.237,1.3037,7.805,2.4015,UNI,NULL
452,1101,1,426.7,131.2923,0,0,81.073,24.9455,185.991,57.228,UNI,NULL
453,1102,1,1137.3,349.9385,0,0,216.087,66.4883,495.729,152.532,UNI,NULL
454,4103,1,93.5,28.7692,0,0,17.765,5.4662,38.4038,11.8166,UNI,NULL
455,3020,1,69.99,21.5354,0,0,13.2981,4.0917,12.5982,3.8764,UNI,NULL
456,3049,1,57.6,17.7231,0,0,10.944,3.3674,25.92,7.9754,UNI,NULL
457,1152,1,5779.966,1778.4511,866.9949,266.7677,1098.1935,337.9057,3585.2789,1103.1627,UNI,NULL
458,1151,1,8499.966,2615.3742,1274.9949,392.3061,1614.9935,496.9211,5272.4789,1622.3012,UNI,NULL
459,4050,1,204,62.7692,0,0,38.76,11.9262,56.43,17.3631,UNI,NULL
460,1087,1,1446.7,445.1385,0,0,274.873,84.5763,606.3375,186.5654,UNI,NULL
461,1088,1,1220.6,375.5692,0,0,231.914,71.3582,511.575,157.4077,UNI,NULL
462,1103,1,426.7,131.2923,0,0,81.073,24.9455,185.991,57.228,UNI,NULL
463,1026,1,2582.3,794.5538,0,0,490.637,150.9652,1515.2025,466.2162,UNI,NULL
464,2138,1,2059,633.5385,0,0,391.21,120.3723,1358.94,418.1354,UNI,NULL
465,2034,1,78.6,24.1846,0,0,14.934,4.5951,35.37,10.8831,UNI,NULL
466,2031,2,199.98,61.5323,0,0,37.9962,11.6911,44.9955,13.8448,UNI,NULL
467,2060,1,61.5,18.9231,0,0,11.685,3.5954,14.76,4.5415,UNI,NULL
468,3037,1,38.5,11.8462,0,0,7.315,2.2508,6.93,2.1323,UNI,NULL
469,2107,2,576.096,177.2603,0,0,109.4582,33.6794,170.9525,52.6008,UNI,NULL
470,2049,1,39.99,12.3046,0,0,7.5981,2.3379,16.7958,5.1679,UNI,NULL
471,2074,1,12.6,3.8769,0,0,2.394,0.7366,4.41,1.3569,UNI,NULL
472,2072,1,9.99,3.0738,0,0,1.8981,0.584,3.4965,1.0758,UNI,NULL
473,3036,1,49.7,15.2923,0,0,9.443,2.9055,8.946,2.7526,UNI,NULL
474,2064,1,21.1,6.4923,0,0,4.009,1.2335,5.064,1.5582,UNI,NULL
475,2053,1,39.99,12.3046,0,0,7.5981,2.3379,16.7958,5.1679,UNI,NULL
476,1083,2,2075.36,638.5723,0,0,394.3184,121.3287,434.91,133.8185,UNI,NULL
477,1111,1,391.68,120.5169,0,0,74.4192,22.8982,170.7264,52.5312,UNI,NULL
478,4053,1,113.9,35.0462,0,0,21.641,6.6588,31.5068,9.6944,UNI,NULL
479,2010,1,35.6,10.9538,0,0,6.764,2.0812,16.02,4.9292,UNI,NULL
480,2011,1,41.6,12.8,0,0,7.904,2.432,18.72,5.76,UNI,NULL
481,2155,2,1093.712,336.5268,0,0,207.8053,63.9401,302.54,93.0892,UNI,NULL
482,1017,1,1155.966,355.6818,0,0,219.6335,67.5795,678.2801,208.7016,UNI,NULL
483,1094,2,1917.6,590.0308,0,0,364.344,112.1058,417.924,128.592,UNI,NULL
484,1039,1,112.166,34.5126,0,0,21.3115,6.5574,65.8151,20.2508,UNI,NULL
485,1042,1,452.404,139.2012,0,0,85.9568,26.4482,318.535,98.0108,UNI,NULL
486,1132,1,3056.6,940.4923,458.49,141.0738,580.754,178.6935,1895.991,583.3818,UNI,NULL
487,1131,1,2699.6,830.6462,0,0,512.924,157.8228,1674.546,515.2449,UNI,NULL
488,1141,1,4080,1255.3846,612,188.3077,775.2,238.5231,2530.8,778.7077,UNI,NULL
489,2006,1,38,11.6923,0,0,7.22,2.2215,17.1,5.2615,UNI,NULL
490,2081,1,55.1,16.9538,0,0,10.469,3.2212,10.469,3.2212,UNI,NULL
491,2082,2,117.8,36.2462,0,0,22.382,6.8868,11.191,3.4434,UNI,NULL
492,2127,1,414.596,127.568,0,0,78.7732,24.2379,205.0421,63.0899,UNI,NULL
493,2128,1,131.274,40.392,0,0,24.9421,7.6745,64.9227,19.9762,UNI,NULL
494,2153,1,883.966,271.9895,0,0,167.9535,51.678,489.0412,150.4742,UNI,NULL
495,3024,1,205.5,63.2308,0,0,39.045,12.0138,36.99,11.3815,UNI,NULL
496,2004,1,56.2,17.2923,0,0,10.678,3.2855,25.29,7.7815,UNI,NULL
497,2059,1,75.85,23.3385,0,0,14.4115,4.4343,18.204,5.6012,UNI,NULL
498,2151,1,559.99,172.3046,0,0,106.3981,32.7379,369.5934,113.721,UNI,NULL
499,1063,1,407.966,125.528,0,0,77.5135,23.8503,239.3801,73.6554,UNI,NULL
500,4075,2,251.532,77.3945,0,0,47.7911,14.705,48.4939,14.9212,UNI,NULL
501,4076,1,223.04,68.6277,0,0,42.3776,13.0393,86.0016,26.462,UNI,NULL
502,4077,1,236.3,72.7077,0,0,44.897,13.8145,91.1145,28.0352,UNI,NULL
503,4078,1,203.966,62.7588,0,0,38.7535,11.9242,78.6469,24.199,UNI,NULL
504,4079,1,164.73,50.6862,0,0,31.2987,9.6304,63.518,19.544,UNI,NULL
505,4080,1,191.42,58.8985,0,0,36.3698,11.1907,73.8093,22.7106,UNI,NULL
506,1135,1,1904,585.8462,0,0,361.76,111.3108,1181.04,363.3969,UNI,NULL
507,1134,1,6053.7,1862.6769,908.055,279.4015,1150.203,353.9086,3755.0745,1155.4075,UNI,NULL
508,1133,1,2548.3,784.0923,0,0,484.177,148.9775,1580.6955,486.3678,UNI,NULL
509,1122,1,416.5,128.1538,0,0,79.135,24.3492,181.545,55.86,UNI,NULL
510,1069,1,2480.3,763.1692,0,0,471.257,145.0022,1039.5375,319.8577,UNI,NULL
511,1068,1,1359.966,418.4511,0,0,258.3935,79.5057,569.9858,175.3802,UNI,NULL
512,1083,1,1037.68,319.2862,0,0,197.1592,60.6644,434.91,133.8185,UNI,NULL
513,1096,1,2117.69,651.5969,0,0,402.3611,123.8034,923.0637,284.0196,UNI,NULL
514,1119,1,1035.98,318.7631,0,0,196.8362,60.565,451.5654,138.9432,UNI,NULL
515,1111,1,391.68,120.5169,0,0,74.4192,22.8982,170.7264,52.5312,UNI,NULL
516,1110,1,744.532,229.0868,0,0,141.4611,43.5265,324.5284,99.8549,UNI,NULL
517,1114,1,703.766,216.5434,0,0,133.7155,41.1432,306.7592,94.3874,UNI,NULL
518,1080,1,581.366,178.8818,0,0,110.4595,33.9875,243.6608,74.9726,UNI,NULL
519,1079,1,476,146.4615,0,0,90.44,27.8277,199.5,61.3846,UNI,NULL
520,1078,1,510,156.9231,0,0,96.9,29.8154,213.75,65.7692,UNI,NULL
521,1077,1,424.966,130.7588,0,0,80.7435,24.8442,178.1108,54.8033,UNI,NULL
522,1076,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
523,2157,1,625.26,192.3877,0,0,118.7994,36.5537,345.9159,106.4357,UNI,NULL
524,1002,1,256.666,78.9742,0,0,48.7665,15.0051,150.6026,46.3393,UNI,NULL
525,1005,1,984.3,302.8615,0,0,187.017,57.5437,577.5525,177.7085,UNI,NULL
526,1023,1,3059.966,941.528,458.9949,141.2292,581.3935,178.8903,1795.4801,552.4554,UNI,NULL
527,1038,1,197.166,60.6665,0,0,37.4615,11.5266,115.6901,35.597,UNI,NULL
528,1048,1,839,258.1538,0,0,159.41,49.0492,587.3,180.7077,UNI,NULL
529,1084,1,958.766,295.0049,0,0,182.1655,56.0509,401.8358,123.6418,UNI,NULL
530,1039,2,224.332,69.0252,0,0,42.6231,13.1148,65.8151,20.2508,UNI,NULL
531,1054,1,476,146.4615,0,0,90.44,27.8277,279.3,85.9385,UNI,NULL
532,1062,1,782,240.6154,0,0,148.58,45.7169,458.85,141.1846,UNI,NULL
533,1123,1,1397.4,429.9692,0,0,265.506,81.6942,609.102,187.416,UNI,NULL
534,1039,1,112.166,33.5826,0,0,21.3115,6.3807,65.8151,19.7051,UNI,NULL
535,1042,1,452.404,135.4503,0,0,85.9568,25.7356,318.535,95.3698,UNI,NULL
536,1132,1,3056.6,915.1497,458.49,137.2725,580.754,173.8784,1895.991,567.662,UNI,NULL
537,1131,1,2699.6,808.2635,0,0,512.924,153.5701,1674.546,501.3611,UNI,NULL
538,1141,1,4080,1221.5569,612,183.2335,775.2,232.0958,2530.8,757.7246,UNI,NULL
539,2082,1,58.9,17.6347,0,0,11.191,3.3506,11.191,3.3506,UNI,NULL
540,2081,1,55.1,16.497,0,0,10.469,3.1344,10.469,3.1344,UNI,NULL
541,2080,3,136.8,40.9581,0,0,25.992,7.782,8.664,2.594,UNI,NULL
542,2079,1,36.9,11.0479,0,0,7.011,2.0991,7.011,2.0991,UNI,NULL
543,2129,1,197.37,59.0928,0,0,37.5003,11.2276,97.6111,29.2249,UNI,NULL
544,2128,2,262.548,78.6072,0,0,49.8841,14.9354,64.9227,19.4379,UNI,NULL
545,2127,1,414.596,124.1305,0,0,78.7732,23.5848,205.0421,61.3899,UNI,NULL
546,2014,1,65.5,19.6108,0,0,12.445,3.726,29.475,8.8249,UNI,NULL
547,2013,1,42.9,12.8443,0,0,8.151,2.4404,19.305,5.7799,UNI,NULL
548,2051,1,71.85,21.512,0,0,13.6515,4.0873,30.177,9.035,UNI,NULL
549,2050,1,59.99,17.9611,0,0,11.3981,3.4126,25.1958,7.5437,UNI,NULL
550,2153,1,883.966,264.6605,0,0,167.9535,50.2855,489.0412,146.4195,UNI,NULL
551,3024,1,205.5,61.5269,0,0,39.045,11.6901,36.99,11.0749,UNI,NULL
552,2059,1,75.85,22.7096,0,0,14.4115,4.3148,18.204,5.4503,UNI,NULL
553,2004,1,56.2,16.8263,0,0,10.678,3.197,25.29,7.5719,UNI,NULL
554,2015,1,59,17.6647,0,0,11.21,3.3563,26.55,7.9491,UNI,NULL
555,2151,1,559.99,167.6617,0,0,106.3981,31.8557,369.5934,110.6567,UNI,NULL
556,3002,1,28.6,8.5629,0,0,5.434,1.6269,6.006,1.7982,UNI,NULL
557,3018,1,66.5,19.9102,0,0,12.635,3.7829,11.97,3.5838,UNI,NULL
558,3029,1,68.5,20.509,0,0,13.015,3.8967,28.085,8.4087,UNI,NULL
559,3030,1,77.6,23.2335,0,0,14.744,4.4144,31.816,9.5257,UNI,NULL
560,3031,2,239.2,71.6168,0,0,45.448,13.6072,49.036,14.6814,UNI,NULL
561,3037,1,38.5,11.5269,0,0,7.315,2.1901,6.93,2.0749,UNI,NULL
562,3040,1,75.95,22.7395,0,0,14.4305,4.3205,13.671,4.0931,UNI,NULL
563,3042,1,79.45,23.7874,0,0,15.0955,4.5196,14.301,4.2817,UNI,NULL
564,3050,1,85.4,25.5689,0,0,16.226,4.8581,38.43,11.506,UNI,NULL
565,3051,1,79.99,23.9491,0,0,15.1981,4.5503,35.9955,10.7771,UNI,NULL
566,3053,1,81.23,24.3204,0,0,15.4337,4.6209,36.5535,10.9442,UNI,NULL
567,4012,1,84.966,25.4389,0,0,16.1435,4.8334,29.2008,8.7428,UNI,NULL
568,4015,1,87.04,26.0599,0,0,16.5376,4.9514,29.9136,8.9562,UNI,NULL
569,4017,2,55.964,16.7557,0,0,10.6332,3.1836,9.6168,2.8793,UNI,NULL
570,4018,1,26.69,7.991,0,0,5.0711,1.5183,9.1727,2.7463,UNI,NULL
571,4020,1,71.57,21.4281,0,0,13.5983,4.0713,24.5969,7.3643,UNI,NULL
572,4022,1,68,20.3593,0,0,12.92,3.8683,23.37,6.997,UNI,NULL
573,4023,1,64.566,19.3311,0,0,12.2675,3.6729,22.1898,6.6437,UNI,NULL
574,4024,1,64.566,19.3311,0,0,12.2675,3.6729,22.1898,6.6437,UNI,NULL
575,4025,1,57.766,17.2952,0,0,10.9755,3.2861,19.8528,5.944,UNI,NULL
576,4026,1,82.62,24.7365,0,0,15.6978,4.6999,28.3946,8.5014,UNI,NULL
577,4027,1,74.766,22.385,0,0,14.2055,4.2531,25.6953,7.6932,UNI,NULL
578,4028,1,74.8,22.3952,0,0,14.212,4.2551,25.707,7.6967,UNI,NULL
579,4030,1,122.366,36.6365,0,0,23.2495,6.9609,42.0543,12.5911,UNI,NULL
580,4031,1,96.9,29.012,0,0,18.411,5.5123,33.3023,9.9707,UNI,NULL
581,4037,1,62.9,18.8323,0,0,11.951,3.5781,17.3993,5.2094,UNI,NULL
582,4039,1,102.85,30.7934,0,0,19.5415,5.8507,28.4501,8.518,UNI,NULL
583,4085,1,68,20.3593,0,0,12.92,3.8683,26.22,7.8503,UNI,NULL
584,4086,1,84.966,25.4389,0,0,16.1435,4.8334,32.7619,9.809,UNI,NULL
585,4102,2,78.2,23.4132,0,0,14.858,4.4485,16.0598,4.8083,UNI,NULL
586,4108,1,57.766,17.2952,0,0,10.9755,3.2861,23.7265,7.1037,UNI,NULL
587,4112,1,37.4,11.1976,0,0,7.106,2.1275,15.3615,4.5993,UNI,NULL
